"","workerid","rt","content","subjectGender","speakerGender","verb","utterance","contentNr","trigger_class","response","slide_number_in_experiment","age","language","assess","american","gender","comments","Answer.time_in_minutes","nResponse"
"13773",529,8976,"Owen shoveled snow last winter","F","F","be_annoyed","Is Cynthia annoyed that Owen shoveled snow last winter?","17","NonProj","Yes",20,46,"English","Yes","y","m","A fair price for six minutes of a worker&quotechars time is $1.00.",4.20943333333333,1
"13774",529,4960,"Mary&quotechars aunt is sick",NA,"M","MC","Is Mary&quotechars aunt sick?","control2","control","No",21,46,"English","Yes","y","m","A fair price for six minutes of a worker&quotechars time is $1.00.",4.20943333333333,0
"13775",529,9461,"Isabella ate a steak on Sunday","M","F","see","Did Kevin see that Isabella ate a steak on Sunday?","7","NonProj","Yes",22,46,"English","Yes","y","m","A fair price for six minutes of a worker&quotechars time is $1.00.",4.20943333333333,1
"13776",529,8383,"Jackson ran 10 miles","F","M","admit","Did Laura admit that Jackson ran 10 miles?","13","C","Yes",23,46,"English","Yes","y","m","A fair price for six minutes of a worker&quotechars time is $1.00.",4.20943333333333,1
"13777",529,13021,"Jayden rented a car","F","F","pretend","Did Stephanie pretend that Jayden rented a car?","14","NonProj","No",24,46,"English","Yes","y","m","A fair price for six minutes of a worker&quotechars time is $1.00.",4.20943333333333,0
"13778",529,14422,"Tony had a drink last night","F","M","inform","Did Rebecca inform Sam that Tony had a drink last night?","15","C","Yes",25,46,"English","Yes","y","m","A fair price for six minutes of a worker&quotechars time is $1.00.",4.20943333333333,1
"13779",529,10327,"Jon walks to work","F","F","confess","Did Ruth confess that Jon walks to work?","19","C","No",26,46,"English","Yes","y","m","A fair price for six minutes of a worker&quotechars time is $1.00.",4.20943333333333,0
"13780",529,11543,"Emily bought a car yesterday","M","M","prove","Did Brian prove that Emily bought a car yesterday?","8","C","No",27,46,"English","Yes","y","m","A fair price for six minutes of a worker&quotechars time is $1.00.",4.20943333333333,0
"13781",530,5724,"Madison had a baby",NA,"M","MC","Did Madison have a baby?","control5","control","No",2,34,"English","Yes","y","f","I think the price paid to have the HIT completed was more than fair!",2.89945,0
"13782",530,9847,"Emma studied on Saturday morning","M","F","think","Does Justin think that Emma studied on Saturday morning?","3","NonProj","No",3,34,"English","Yes","y","f","I think the price paid to have the HIT completed was more than fair!",2.89945,0
"13783",530,5792,"Grace visited her sister","M","M","discover","Did Andrew discover that Grace visited her sister?","9","NonProj","Yes",4,34,"English","Yes","y","f","I think the price paid to have the HIT completed was more than fair!",2.89945,1
"13784",530,7373,"Charley speaks Spanish","F","M","suggest","Did Anna suggest that Charley speaks Spanish?","20","C","No",5,34,"English","Yes","y","f","I think the price paid to have the HIT completed was more than fair!",2.89945,0
"13785",530,4869,"Jon walks to work","F","M","be_right","Is Ruth right that Jon walks to work?","19","C","No",6,34,"English","Yes","y","f","I think the price paid to have the HIT completed was more than fair!",2.89945,0
"13786",530,5019,"Jayden rented a car","F","M","establish","Did Stephanie establish that Jayden rented a car?","14","NonProj","No",7,34,"English","Yes","y","f","I think the price paid to have the HIT completed was more than fair!",2.89945,0
"13787",530,4857,"Olivia sleeps until noon","M","F","acknowledge","Did Jerry acknowledge that Olivia sleeps until noon?","4","C","Yes",8,34,"English","Yes","y","f","I think the price paid to have the HIT completed was more than fair!",2.89945,1
"13788",530,5296,"Sophia got a tattoo","M","F","admit","Did Ben admit that Sophia got a tattoo?","5","C","Yes",9,34,"English","Yes","y","f","I think the price paid to have the HIT completed was more than fair!",2.89945,1
"13789",530,3615,"Vanessa is good at math",NA,"F","MC","Is Vanessa good at math?","control4","control","No",10,34,"English","Yes","y","f","I think the price paid to have the HIT completed was more than fair!",2.89945,0
"13790",530,13301,"Josh learned to ride a bike yesterday","F","M","demonstrate","Did Sharon demonstrate that Josh learned to ride a bike yesterday?","16","C","Yes",11,34,"English","Yes","y","f","I think the price paid to have the HIT completed was more than fair!",2.89945,1
"13791",530,7941,"Emily bought a car yesterday","M","F","announce","Did Brian announce that Emily bought a car yesterday?","8","C","Yes",12,34,"English","Yes","y","f","I think the price paid to have the HIT completed was more than fair!",2.89945,1
"13792",530,3108,"Josie went on vacation to France","M","F","confirm","Did Scott confirm that Josie went on vacation to France?","2","C","No",13,34,"English","Yes","y","f","I think the price paid to have the HIT completed was more than fair!",2.89945,0
"13793",530,4470,"Mary is pregnant","M","M","prove","Did Patrick prove that Mary is pregnant?","1","C","No",14,34,"English","Yes","y","f","I think the price paid to have the HIT completed was more than fair!",2.89945,0
"13794",530,4602,"Zoe calculated the tip","M","F","say","Did Tim say that Zoe calculated the tip?","10","C","No",15,34,"English","Yes","y","f","I think the price paid to have the HIT completed was more than fair!",2.89945,0
"13795",530,2825,"Mary&quotechars aunt is sick",NA,"M","MC","Is Mary&quotechars aunt sick?","control2","control","No",16,34,"English","Yes","y","f","I think the price paid to have the HIT completed was more than fair!",2.89945,0
"13796",530,6961,"Mia drank 2 cocktails last night","M","M","be_annoyed","Is Ray annoyed that Mia drank 2 cocktails last night?","6","NonProj","Yes",17,34,"English","Yes","y","f","I think the price paid to have the HIT completed was more than fair!",2.89945,1
"13797",530,3496,"Todd played football in high school",NA,"F","MC","Did Todd play football in high school?","control3","control","No",18,34,"English","Yes","y","f","I think the price paid to have the HIT completed was more than fair!",2.89945,0
"13798",530,5661,"Tony had a drink last night","F","M","confess","Did Rebecca confess that Tony had a drink last night?","15","C","No",19,34,"English","Yes","y","f","I think the price paid to have the HIT completed was more than fair!",2.89945,0
"13799",530,2443,"Hendrick&quotechars car was expensive",NA,"M","MC","Was Hendrick&quotechars car expensive?","control6","control","No",20,34,"English","Yes","y","f","I think the price paid to have the HIT completed was more than fair!",2.89945,0
"13800",530,3828,"Danny ate the last cupcake","F","F","reveal","Did Amanda reveal that Danny ate the last cupcake?","11","NonProj","No",21,34,"English","Yes","y","f","I think the price paid to have the HIT completed was more than fair!",2.89945,0
"13801",530,9728,"Owen shoveled snow last winter","F","F","see","Did Cynthia see that Owen shoveled snow last winter?","17","NonProj","No",22,34,"English","Yes","y","f","I think the price paid to have the HIT completed was more than fair!",2.89945,0
"13802",530,6662,"Julian dances salsa","F","F","pretend","Did Kathleen pretend that Julian dances salsa?","18","NonProj","No",23,34,"English","Yes","y","f","I think the price paid to have the HIT completed was more than fair!",2.89945,0
"13803",530,4058,"Frank got a cat","F","M","know","Does Melissa know that Frank got a cat?","12","NonProj","Yes",24,34,"English","Yes","y","f","I think the price paid to have the HIT completed was more than fair!",2.89945,1
"13804",530,2872,"Zack is coming to the meeting tomorrow",NA,"F","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",25,34,"English","Yes","y","f","I think the price paid to have the HIT completed was more than fair!",2.89945,0
"13805",530,30905,"Isabella ate a steak on Sunday","M","M","hear","Did Kevin hear that Isabella ate a steak on Sunday?","7","C","Yes",26,34,"English","Yes","y","f","I think the price paid to have the HIT completed was more than fair!",2.89945,1
"13806",530,8714,"Jackson ran 10 miles","F","F","inform","Did Laura inform Sam that Jackson ran 10 miles?","13","C","Yes",27,34,"English","Yes","y","f","I think the price paid to have the HIT completed was more than fair!",2.89945,1
"13807",531,13392,"Mia drank 2 cocktails last night","M","F","pretend","Did Ray pretend that Mia drank 2 cocktails last night?","6","NonProj","No",2,61,"English","Yes","y","m","Very fair price. I hope my answers help your study!
",4.1498,0
"13808",531,11601,"Tony had a drink last night","F","F","be_annoyed","Is Rebecca annoyed that Tony had a drink last night?","15","NonProj","Yes",3,61,"English","Yes","y","m","Very fair price. I hope my answers help your study!
",4.1498,1
"13809",531,11502,"Charley speaks Spanish","F","F","inform","Did Anna inform Sam that Charley speaks Spanish?","20","C","Yes",4,61,"English","Yes","y","m","Very fair price. I hope my answers help your study!
",4.1498,1
"13810",531,10388,"Josie went on vacation to France","M","F","demonstrate","Did Scott demonstrate that Josie went on vacation to France?","2","C","No",5,61,"English","Yes","y","m","Very fair price. I hope my answers help your study!
",4.1498,0
"13811",531,26351,"Jayden rented a car","F","F","confess","Did Stephanie confess that Jayden rented a car?","14","C","No",6,61,"English","Yes","y","m","Very fair price. I hope my answers help your study!
",4.1498,0
"13812",531,6360,"Julian dances salsa","F","M","say","Did Kathleen say that Julian dances salsa?","18","C","No",7,61,"English","Yes","y","m","Very fair price. I hope my answers help your study!
",4.1498,0
"13813",531,5488,"Zack is coming to the meeting tomorrow",NA,"F","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",8,61,"English","Yes","y","m","Very fair price. I hope my answers help your study!
",4.1498,0
"13814",531,16110,"Josh learned to ride a bike yesterday","F","F","reveal","Did Sharon reveal that Josh learned to ride a bike yesterday?","16","NonProj","No",9,61,"English","Yes","y","m","Very fair price. I hope my answers help your study!
",4.1498,0
"13815",531,7266,"Danny ate the last cupcake","F","M","discover","Did Amanda discover that Danny ate the last cupcake?","11","NonProj","No",10,61,"English","Yes","y","m","Very fair price. I hope my answers help your study!
",4.1498,0
"13816",531,5428,"Mary is pregnant","M","M","think","Does Patrick think that Mary is pregnant?","1","NonProj","No",11,61,"English","Yes","y","m","Very fair price. I hope my answers help your study!
",4.1498,0
"13817",531,14114,"Zoe calculated the tip","M","F","admit","Did Tim admit that Zoe calculated the tip?","10","C","No",12,61,"English","Yes","y","m","Very fair price. I hope my answers help your study!
",4.1498,0
"13818",531,6130,"Frank got a cat","F","F","be_right","Is Melissa right that Frank got a cat?","12","C","No",13,61,"English","Yes","y","m","Very fair price. I hope my answers help your study!
",4.1498,0
"13819",531,7972,"Isabella ate a steak on Sunday","M","M","establish","Did Kevin establish that Isabella ate a steak on Sunday?","7","NonProj","No",14,61,"English","Yes","y","m","Very fair price. I hope my answers help your study!
",4.1498,0
"13820",531,6502,"Emma studied on Saturday morning","M","F","see","Did Justin see that Emma studied on Saturday morning?","3","NonProj","No",15,61,"English","Yes","y","m","Very fair price. I hope my answers help your study!
",4.1498,0
"13821",531,7924,"Emily bought a car yesterday","M","M","hear","Did Brian hear that Emily bought a car yesterday?","8","C","No",16,61,"English","Yes","y","m","Very fair price. I hope my answers help your study!
",4.1498,0
"13822",531,7369,"Hendrick&quotechars car was expensive",NA,"F","MC","Was Hendrick&quotechars car expensive?","control6","control","No",17,61,"English","Yes","y","m","Very fair price. I hope my answers help your study!
",4.1498,0
"13823",531,6412,"Mary&quotechars aunt is sick",NA,"M","MC","Is Mary&quotechars aunt sick?","control2","control","No",18,61,"English","Yes","y","m","Very fair price. I hope my answers help your study!
",4.1498,0
"13824",531,6676,"Jackson ran 10 miles","F","F","acknowledge","Did Laura acknowledge that Jackson ran 10 miles?","13","C","No",19,61,"English","Yes","y","m","Very fair price. I hope my answers help your study!
",4.1498,0
"13825",531,23903,"Grace visited her sister","M","M","know","Does Andrew know that Grace visited her sister?","9","NonProj","Yes",20,61,"English","Yes","y","m","Very fair price. I hope my answers help your study!
",4.1498,1
"13826",531,6852,"Vanessa is good at math",NA,"F","MC","Is Vanessa good at math?","control4","control","No",21,61,"English","Yes","y","m","Very fair price. I hope my answers help your study!
",4.1498,0
"13827",531,3940,"Madison had a baby",NA,"M","MC","Did Madison have a baby?","control5","control","No",22,61,"English","Yes","y","m","Very fair price. I hope my answers help your study!
",4.1498,0
"13828",531,5090,"Todd played football in high school",NA,"M","MC","Did Todd play football in high school?","control3","control","No",23,61,"English","Yes","y","m","Very fair price. I hope my answers help your study!
",4.1498,0
"13829",531,9522,"Owen shoveled snow last winter","F","M","suggest","Did Cynthia suggest that Owen shoveled snow last winter?","17","C","No",24,61,"English","Yes","y","m","Very fair price. I hope my answers help your study!
",4.1498,0
"13830",531,8602,"Sophia got a tattoo","M","F","confirm","Did Ben confirm that Sophia got a tattoo?","5","C","No",25,61,"English","Yes","y","m","Very fair price. I hope my answers help your study!
",4.1498,0
"13831",531,5808,"Jon walks to work","F","M","prove","Did Ruth prove that Jon walks to work?","19","C","No",26,61,"English","Yes","y","m","Very fair price. I hope my answers help your study!
",4.1498,0
"13832",531,8286,"Olivia sleeps until noon","M","M","announce","Did Jerry announce that Olivia sleeps until noon?","4","C","No",27,61,"English","Yes","y","m","Very fair price. I hope my answers help your study!
",4.1498,0
"13833",532,9919,"Julian dances salsa","F","F","admit","Did Kathleen admit that Julian dances salsa?","18","C","No",2,27,"English","Yes","y","f","I thought the payment for this task was adequate, it took less than 10 minutes and was pretty painless to accomplish, so no complaints here.",4.16533333333333,0
"13834",532,6161,"Todd played football in high school",NA,"F","MC","Did Todd play football in high school?","control3","control","No",3,27,"English","Yes","y","f","I thought the payment for this task was adequate, it took less than 10 minutes and was pretty painless to accomplish, so no complaints here.",4.16533333333333,0
"13835",532,4564,"Mary&quotechars aunt is sick",NA,"F","MC","Is Mary&quotechars aunt sick?","control2","control","No",4,27,"English","Yes","y","f","I thought the payment for this task was adequate, it took less than 10 minutes and was pretty painless to accomplish, so no complaints here.",4.16533333333333,0
"13836",532,6536,"Zoe calculated the tip","M","M","know","Does Tim know that Zoe calculated the tip?","10","NonProj","Yes",5,27,"English","Yes","y","f","I thought the payment for this task was adequate, it took less than 10 minutes and was pretty painless to accomplish, so no complaints here.",4.16533333333333,1
"13837",532,7615,"Hendrick&quotechars car was expensive",NA,"F","MC","Was Hendrick&quotechars car expensive?","control6","control","No",6,27,"English","Yes","y","f","I thought the payment for this task was adequate, it took less than 10 minutes and was pretty painless to accomplish, so no complaints here.",4.16533333333333,0
"13838",532,29214,"Vanessa is good at math",NA,"F","MC","Is Vanessa good at math?","control4","control","No",7,27,"English","Yes","y","f","I thought the payment for this task was adequate, it took less than 10 minutes and was pretty painless to accomplish, so no complaints here.",4.16533333333333,0
"13839",532,5281,"Jayden rented a car","F","F","confirm","Did Stephanie confirm that Jayden rented a car?","14","C","Yes",8,27,"English","Yes","y","f","I thought the payment for this task was adequate, it took less than 10 minutes and was pretty painless to accomplish, so no complaints here.",4.16533333333333,1
"13840",532,7282,"Jon walks to work","F","F","see","Did Ruth see that Jon walks to work?","19","NonProj","Yes",9,27,"English","Yes","y","f","I thought the payment for this task was adequate, it took less than 10 minutes and was pretty painless to accomplish, so no complaints here.",4.16533333333333,1
"13841",532,6403,"Owen shoveled snow last winter","F","F","confess","Did Cynthia confess that Owen shoveled snow last winter?","17","C","No",10,27,"English","Yes","y","f","I thought the payment for this task was adequate, it took less than 10 minutes and was pretty painless to accomplish, so no complaints here.",4.16533333333333,0
"13842",532,6163,"Charley speaks Spanish","F","F","pretend","Did Anna pretend that Charley speaks Spanish?","20","NonProj","No",11,27,"English","Yes","y","f","I thought the payment for this task was adequate, it took less than 10 minutes and was pretty painless to accomplish, so no complaints here.",4.16533333333333,0
"13843",532,6245,"Zack is coming to the meeting tomorrow",NA,"M","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",12,27,"English","Yes","y","f","I thought the payment for this task was adequate, it took less than 10 minutes and was pretty painless to accomplish, so no complaints here.",4.16533333333333,0
"13844",532,5008,"Mary is pregnant","M","M","acknowledge","Did Patrick acknowledge that Mary is pregnant?","1","C","Yes",13,27,"English","Yes","y","f","I thought the payment for this task was adequate, it took less than 10 minutes and was pretty painless to accomplish, so no complaints here.",4.16533333333333,1
"13845",532,8850,"Josh learned to ride a bike yesterday","F","F","hear","Did Sharon hear that Josh learned to ride a bike yesterday?","16","C","Yes",14,27,"English","Yes","y","f","I thought the payment for this task was adequate, it took less than 10 minutes and was pretty painless to accomplish, so no complaints here.",4.16533333333333,1
"13846",532,34132,"Jackson ran 10 miles","F","M","discover","Did Laura discover that Jackson ran 10 miles?","13","NonProj","Yes",15,27,"English","Yes","y","f","I thought the payment for this task was adequate, it took less than 10 minutes and was pretty painless to accomplish, so no complaints here.",4.16533333333333,1
"13847",532,9868,"Emma studied on Saturday morning","M","M","demonstrate","Did Justin demonstrate that Emma studied on Saturday morning?","3","C","No",16,27,"English","Yes","y","f","I thought the payment for this task was adequate, it took less than 10 minutes and was pretty painless to accomplish, so no complaints here.",4.16533333333333,0
"13848",532,8742,"Danny ate the last cupcake","F","F","prove","Did Amanda prove that Danny ate the last cupcake?","11","C","No",17,27,"English","Yes","y","f","I thought the payment for this task was adequate, it took less than 10 minutes and was pretty painless to accomplish, so no complaints here.",4.16533333333333,0
"13849",532,9055,"Josie went on vacation to France","M","F","establish","Did Scott establish that Josie went on vacation to France?","2","NonProj","No",18,27,"English","Yes","y","f","I thought the payment for this task was adequate, it took less than 10 minutes and was pretty painless to accomplish, so no complaints here.",4.16533333333333,0
"13850",532,6223,"Mia drank 2 cocktails last night","M","F","be_right","Is Ray right that Mia drank 2 cocktails last night?","6","C","No",19,27,"English","Yes","y","f","I thought the payment for this task was adequate, it took less than 10 minutes and was pretty painless to accomplish, so no complaints here.",4.16533333333333,0
"13851",532,6766,"Olivia sleeps until noon","M","M","reveal","Did Jerry reveal that Olivia sleeps until noon?","4","NonProj","Yes",20,27,"English","Yes","y","f","I thought the payment for this task was adequate, it took less than 10 minutes and was pretty painless to accomplish, so no complaints here.",4.16533333333333,1
"13852",532,10656,"Grace visited her sister","M","F","be_annoyed","Is Andrew annoyed that Grace visited her sister?","9","NonProj","Yes",21,27,"English","Yes","y","f","I thought the payment for this task was adequate, it took less than 10 minutes and was pretty painless to accomplish, so no complaints here.",4.16533333333333,1
"13853",532,6450,"Frank got a cat","F","F","think","Does Melissa think that Frank got a cat?","12","NonProj","No",22,27,"English","Yes","y","f","I thought the payment for this task was adequate, it took less than 10 minutes and was pretty painless to accomplish, so no complaints here.",4.16533333333333,0
"13854",532,5480,"Madison had a baby",NA,"M","MC","Did Madison have a baby?","control5","control","No",23,27,"English","Yes","y","f","I thought the payment for this task was adequate, it took less than 10 minutes and was pretty painless to accomplish, so no complaints here.",4.16533333333333,0
"13855",532,10204,"Tony had a drink last night","F","F","inform","Did Rebecca inform Sam that Tony had a drink last night?","15","C","Yes",24,27,"English","Yes","y","f","I thought the payment for this task was adequate, it took less than 10 minutes and was pretty painless to accomplish, so no complaints here.",4.16533333333333,1
"13856",532,7669,"Emily bought a car yesterday","M","M","say","Did Brian say that Emily bought a car yesterday?","8","C","No",25,27,"English","Yes","y","f","I thought the payment for this task was adequate, it took less than 10 minutes and was pretty painless to accomplish, so no complaints here.",4.16533333333333,0
"13857",532,6956,"Isabella ate a steak on Sunday","M","M","announce","Did Kevin announce that Isabella ate a steak on Sunday?","7","C","No",26,27,"English","Yes","y","f","I thought the payment for this task was adequate, it took less than 10 minutes and was pretty painless to accomplish, so no complaints here.",4.16533333333333,0
"13858",532,18478,"Sophia got a tattoo","M","F","suggest","Did Ben suggest that Sophia got a tattoo?","5","C","No",27,27,"English","Yes","y","f","I thought the payment for this task was adequate, it took less than 10 minutes and was pretty painless to accomplish, so no complaints here.",4.16533333333333,0
"13859",533,9006,"Zack is coming to the meeting tomorrow",NA,"F","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",2,29,"English","Yes","y","m","",4.76713333333333,0
"13860",533,7036,"Olivia sleeps until noon","M","F","admit","Did Jerry admit that Olivia sleeps until noon?","4","C","Yes",3,29,"English","Yes","y","m","",4.76713333333333,1
"13861",533,13136,"Josie went on vacation to France","M","F","announce","Did Scott announce that Josie went on vacation to France?","2","C","Yes",4,29,"English","Yes","y","m","",4.76713333333333,1
"13862",533,7617,"Mia drank 2 cocktails last night","M","F","discover","Did Ray discover that Mia drank 2 cocktails last night?","6","NonProj","Yes",5,29,"English","Yes","y","m","",4.76713333333333,1
"13863",533,77515,"Julian dances salsa","F","M","be_annoyed","Is Kathleen annoyed that Julian dances salsa?","18","NonProj","Yes",6,29,"English","Yes","y","m","",4.76713333333333,1
"13864",533,5084,"Jon walks to work","F","M","say","Did Ruth say that Jon walks to work?","19","C","No",7,29,"English","Yes","y","m","",4.76713333333333,0
"13865",533,5880,"Jackson ran 10 miles","F","F","prove","Did Laura prove that Jackson ran 10 miles?","13","C","No",8,29,"English","Yes","y","m","",4.76713333333333,0
"13866",533,4434,"Emily bought a car yesterday","M","M","acknowledge","Did Brian acknowledge that Emily bought a car yesterday?","8","C","Yes",9,29,"English","Yes","y","m","",4.76713333333333,1
"13867",533,6921,"Tony had a drink last night","F","F","reveal","Did Rebecca reveal that Tony had a drink last night?","15","NonProj","No",10,29,"English","Yes","y","m","",4.76713333333333,0
"13868",533,3331,"Hendrick&quotechars car was expensive",NA,"F","MC","Was Hendrick&quotechars car expensive?","control6","control","No",11,29,"English","Yes","y","m","",4.76713333333333,0
"13869",533,3718,"Mary is pregnant","M","M","suggest","Did Patrick suggest that Mary is pregnant?","1","C","No",12,29,"English","Yes","y","m","",4.76713333333333,0
"13870",533,13034,"Zoe calculated the tip","M","F","demonstrate","Did Tim demonstrate that Zoe calculated the tip?","10","C","No",13,29,"English","Yes","y","m","",4.76713333333333,0
"13871",533,6469,"Grace visited her sister","M","M","inform","Did Andrew inform Sam that Grace visited her sister?","9","C","Yes",14,29,"English","Yes","y","m","",4.76713333333333,1
"13872",533,5372,"Sophia got a tattoo","M","F","confess","Did Ben confess that Sophia got a tattoo?","5","C","No",15,29,"English","Yes","y","m","",4.76713333333333,0
"13873",533,11285,"Emma studied on Saturday morning","M","M","hear","Did Justin hear that Emma studied on Saturday morning?","3","C","Yes",16,29,"English","Yes","y","m","",4.76713333333333,1
"13874",533,3487,"Isabella ate a steak on Sunday","M","M","be_right","Is Kevin right that Isabella ate a steak on Sunday?","7","C","No",17,29,"English","Yes","y","m","",4.76713333333333,0
"13875",533,72792,"Frank got a cat","F","F","think","Does Melissa think that Frank got a cat?","12","NonProj","No",18,29,"English","Yes","y","m","",4.76713333333333,0
"13876",533,2722,"Mary&quotechars aunt is sick",NA,"M","MC","Is Mary&quotechars aunt sick?","control2","control","No",19,29,"English","Yes","y","m","",4.76713333333333,0
"13877",533,2844,"Vanessa is good at math",NA,"M","MC","Is Vanessa good at math?","control4","control","No",20,29,"English","Yes","y","m","",4.76713333333333,0
"13878",533,2142,"Madison had a baby",NA,"F","MC","Did Madison have a baby?","control5","control","No",21,29,"English","Yes","y","m","",4.76713333333333,0
"13879",533,2804,"Todd played football in high school",NA,"F","MC","Did Todd play football in high school?","control3","control","No",22,29,"English","Yes","y","m","",4.76713333333333,0
"13880",533,3087,"Owen shoveled snow last winter","F","F","see","Did Cynthia see that Owen shoveled snow last winter?","17","NonProj","Yes",23,29,"English","Yes","y","m","",4.76713333333333,1
"13881",533,3647,"Josh learned to ride a bike yesterday","F","F","establish","Did Sharon establish that Josh learned to ride a bike yesterday?","16","NonProj","No",24,29,"English","Yes","y","m","",4.76713333333333,0
"13882",533,3907,"Charley speaks Spanish","F","F","pretend","Did Anna pretend that Charley speaks Spanish?","20","NonProj","No",25,29,"English","Yes","y","m","",4.76713333333333,0
"13883",533,3696,"Danny ate the last cupcake","F","F","know","Does Amanda know that Danny ate the last cupcake?","11","NonProj","Yes",26,29,"English","Yes","y","m","",4.76713333333333,1
"13884",533,5062,"Jayden rented a car","F","F","confirm","Did Stephanie confirm that Jayden rented a car?","14","C","No",27,29,"English","Yes","y","m","",4.76713333333333,0
"13911",535,7808,"Mary&quotechars aunt is sick",NA,"M","MC","Is Mary&quotechars aunt sick?","control2","control","No",2,28,"English","Yes","y","m","Fairly interesting. Fair pay. Good luck with your research.",3.63326666666667,0
"13912",535,10653,"Josie went on vacation to France","M","M","hear","Did Scott hear that Josie went on vacation to France?","2","C","Yes",3,28,"English","Yes","y","m","Fairly interesting. Fair pay. Good luck with your research.",3.63326666666667,1
"13913",535,9335,"Isabella ate a steak on Sunday","M","M","inform","Did Kevin inform Sam that Isabella ate a steak on Sunday?","7","C","Yes",4,28,"English","Yes","y","m","Fairly interesting. Fair pay. Good luck with your research.",3.63326666666667,1
"13914",535,7305,"Grace visited her sister","M","M","demonstrate","Did Andrew demonstrate that Grace visited her sister?","9","C","No",5,28,"English","Yes","y","m","Fairly interesting. Fair pay. Good luck with your research.",3.63326666666667,0
"13915",535,7403,"Todd played football in high school",NA,"F","MC","Did Todd play football in high school?","control3","control","No",6,28,"English","Yes","y","m","Fairly interesting. Fair pay. Good luck with your research.",3.63326666666667,0
"13916",535,7013,"Frank got a cat","F","M","confess","Did Melissa confess that Frank got a cat?","12","C","Yes",7,28,"English","Yes","y","m","Fairly interesting. Fair pay. Good luck with your research.",3.63326666666667,1
"13917",535,8536,"Jayden rented a car","F","F","pretend","Did Stephanie pretend that Jayden rented a car?","14","NonProj","No",8,28,"English","Yes","y","m","Fairly interesting. Fair pay. Good luck with your research.",3.63326666666667,0
"13918",535,6318,"Vanessa is good at math",NA,"F","MC","Is Vanessa good at math?","control4","control","No",9,28,"English","Yes","y","m","Fairly interesting. Fair pay. Good luck with your research.",3.63326666666667,0
"13919",535,5192,"Mia drank 2 cocktails last night","M","M","announce","Did Ray announce that Mia drank 2 cocktails last night?","6","C","Yes",10,28,"English","Yes","y","m","Fairly interesting. Fair pay. Good luck with your research.",3.63326666666667,1
"13920",535,15054,"Emily bought a car yesterday","M","M","think","Does Brian think that Emily bought a car yesterday?","8","NonProj","No",11,28,"English","Yes","y","m","Fairly interesting. Fair pay. Good luck with your research.",3.63326666666667,0
"13921",535,69923,"Madison had a baby",NA,"M","MC","Did Madison have a baby?","control5","control","No",12,28,"English","Yes","y","m","Fairly interesting. Fair pay. Good luck with your research.",3.63326666666667,0
"13922",535,7288,"Tony had a drink last night","F","F","establish","Did Rebecca establish that Tony had a drink last night?","15","NonProj","No",13,28,"English","Yes","y","m","Fairly interesting. Fair pay. Good luck with your research.",3.63326666666667,0
"13923",535,4935,"Emma studied on Saturday morning","M","F","know","Does Justin know that Emma studied on Saturday morning?","3","NonProj","Yes",14,28,"English","Yes","y","m","Fairly interesting. Fair pay. Good luck with your research.",3.63326666666667,1
"13924",535,4703,"Josh learned to ride a bike yesterday","F","F","see","Did Sharon see that Josh learned to ride a bike yesterday?","16","NonProj","Yes",15,28,"English","Yes","y","m","Fairly interesting. Fair pay. Good luck with your research.",3.63326666666667,1
"13925",535,3273,"Hendrick&quotechars car was expensive",NA,"F","MC","Was Hendrick&quotechars car expensive?","control6","control","No",16,28,"English","Yes","y","m","Fairly interesting. Fair pay. Good luck with your research.",3.63326666666667,0
"13926",535,2453,"Zack is coming to the meeting tomorrow",NA,"F","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",17,28,"English","Yes","y","m","Fairly interesting. Fair pay. Good luck with your research.",3.63326666666667,0
"13927",535,4563,"Sophia got a tattoo","M","M","suggest","Did Ben suggest that Sophia got a tattoo?","5","C","No",18,28,"English","Yes","y","m","Fairly interesting. Fair pay. Good luck with your research.",3.63326666666667,0
"13928",535,3439,"Charley speaks Spanish","F","M","reveal","Did Anna reveal that Charley speaks Spanish?","20","NonProj","Yes",19,28,"English","Yes","y","m","Fairly interesting. Fair pay. Good luck with your research.",3.63326666666667,1
"13929",535,3694,"Jon walks to work","F","F","be_right","Is Ruth right that Jon walks to work?","19","C","No",20,28,"English","Yes","y","m","Fairly interesting. Fair pay. Good luck with your research.",3.63326666666667,0
"13930",535,4532,"Jackson ran 10 miles","F","F","prove","Did Laura prove that Jackson ran 10 miles?","13","C","No",21,28,"English","Yes","y","m","Fairly interesting. Fair pay. Good luck with your research.",3.63326666666667,0
"13931",535,4749,"Julian dances salsa","F","F","discover","Did Kathleen discover that Julian dances salsa?","18","NonProj","Yes",22,28,"English","Yes","y","m","Fairly interesting. Fair pay. Good luck with your research.",3.63326666666667,1
"13932",535,3011,"Mary is pregnant","M","F","be_annoyed","Is Patrick annoyed that Mary is pregnant?","1","NonProj","Yes",23,28,"English","Yes","y","m","Fairly interesting. Fair pay. Good luck with your research.",3.63326666666667,1
"13933",535,4439,"Zoe calculated the tip","M","M","admit","Did Tim admit that Zoe calculated the tip?","10","C","Yes",24,28,"English","Yes","y","m","Fairly interesting. Fair pay. Good luck with your research.",3.63326666666667,1
