"","X","workerid","rt","subjectGender","speakerGender","content","verb","contentNr","trigger_class","response","slide_number_in_experiment","age","language","asses","american","gender","comments","Answer.time_in_minutes","predicateClause"
"6042",6462,230,8084,"F","F","Jon walks to work","acknowledge","19","C",0.97,26,53,"English","Yes",0,"Male","That was fun and interesting.  A good price for the work!",6.79,"acknowledge.Jon walks to work"
"6043",6463,230,6154,"M","F","Isabella ate a steak on Sunday","demonstrate","7","C",0.96,27,53,"English","Yes",0,"Male","That was fun and interesting.  A good price for the work!",6.79,"demonstrate.Isabella ate a steak on Sunday"
"6045",6465,230,7796,"F","F","Tony had a drink last night","announce","15","C",0.47,29,53,"English","Yes",0,"Male","That was fun and interesting.  A good price for the work!",6.79,"announce.Tony had a drink last night"
"6046",6466,230,6877,"F","F","Josh learned to ride a bike yesterday","hear","16","C",0.44,30,53,"English","Yes",0,"Male","That was fun and interesting.  A good price for the work!",6.79,"hear.Josh learned to ride a bike yesterday"
"6047",6467,230,9012,"F","M","Charley speaks Spanish","suggest","20","C",0.48,31,53,"English","Yes",0,"Male","That was fun and interesting.  A good price for the work!",6.79,"suggest.Charley speaks Spanish"
"6048",6468,230,10612,"F","F","Owen shoveled snow last winter","see","17","NonProj",0.99,32,53,"English","Yes",0,"Male","That was fun and interesting.  A good price for the work!",6.79,"see.Owen shoveled snow last winter"
"6050",6470,231,7944,"F","F","Jayden rented a car","see","14","NonProj",0.89,6,41,"English","Yes",0,"Male","",18.9,"see.Jayden rented a car"
"6052",6472,231,7343,"M","M","Olivia sleeps until noon","say","4","C",0.16,8,41,"English","Yes",0,"Male","",18.9,"say.Olivia sleeps until noon"
"6053",6473,231,53922,"F","M","Jackson ran 10 miles","pretend","13","NonProj",0,9,41,"English","Yes",0,"Male","",18.9,"pretend.Jackson ran 10 miles"
"6054",6474,231,70222,"F","F","Josh learned to ride a bike yesterday","confirm","16","C",0.83,10,41,"English","Yes",0,"Male","",18.9,"confirm.Josh learned to ride a bike yesterday"
"6055",6475,231,7764,"F","F","Charley speaks Spanish","be_annoyed","20","NonProj",0.86,11,41,"English","Yes",0,"Male","",18.9,"annoyed.Charley speaks Spanish"
"6057",6477,231,20112,"M","F","Mary is pregnant","confess","1","C",0.53,13,41,"English","Yes",0,"Male","",18.9,"confess.Mary is pregnant"
"6058",6478,231,33443,"M","F","Grace visited her sister","demonstrate","9","C",0.63,14,41,"English","Yes",0,"Male","",18.9,"demonstrate.Grace visited her sister"
"6059",6479,231,39279,"F","M","Frank got a cat","think","12","NonProj",0,15,41,"English","Yes",0,"Male","",18.9,"think.Frank got a cat"
"6061",6481,231,15699,"M","M","Mia drank 2 cocktails last night","discover","6","NonProj",0.65,17,41,"English","Yes",0,"Male","",18.9,"discover.Mia drank 2 cocktails last night"
"6063",6483,231,18152,"M","M","Sophia got a tattoo","acknowledge","5","C",0.77,19,41,"English","Yes",0,"Male","",18.9,"acknowledge.Sophia got a tattoo"
"6064",6484,231,4904,"F","M","Tony had a drink last night","hear","15","C",0.07,20,41,"English","Yes",0,"Male","",18.9,"hear.Tony had a drink last night"
"6065",6485,231,34898,"M","F","Isabella ate a steak on Sunday","suggest","7","C",0.26,21,41,"English","Yes",0,"Male","",18.9,"suggest.Isabella ate a steak on Sunday"
"6066",6486,231,254935,"M","F","Emily bought a car yesterday","establish","8","NonProj",0.57,22,41,"English","Yes",0,"Male","",18.9,"establish.Emily bought a car yesterday"
"6068",6488,231,5878,"F","F","Danny ate the last cupcake","prove","11","C",0.89,24,41,"English","Yes",0,"Male","",18.9,"prove.Danny ate the last cupcake"
"6069",6489,231,9030,"M","M","Zoe calculated the tip","inform","10","C",0.06,25,41,"English","Yes",0,"Male","",18.9,"inform_Sam.Zoe calculated the tip"
"6071",6491,231,180604,"M","F","Emma studied on Saturday morning","admit","3","C",0.65,27,41,"English","Yes",0,"Male","",18.9,"admit.Emma studied on Saturday morning"
"6072",6492,231,4503,"F","F","Julian dances salsa","know","18","NonProj",0.78,28,41,"English","Yes",0,"Male","",18.9,"know.Julian dances salsa"
"6074",6494,231,4727,"F","F","Jon walks to work","be_right","19","C",0.73,30,41,"English","Yes",0,"Male","",18.9,"be_right_that.Jon walks to work"
"6075",6495,231,53099,"M","M","Josie went on vacation to France","announce","2","C",0.61,31,41,"English","Yes",0,"Male","",18.9,"announce.Josie went on vacation to France"
"6076",6496,231,6549,"F","M","Owen shoveled snow last winter","reveal","17","NonProj",0.42,32,41,"English","Yes",0,"Male","",18.9,"reveal.Owen shoveled snow last winter"
"6077",6497,232,7133,"M","F","Sophia got a tattoo","reveal","5","NonProj",0.99,5,31,"English","Yes",0,"Female","It was a fair price.",4.06,"reveal.Sophia got a tattoo"
"6079",6499,232,7248,"M","M","Zoe calculated the tip","inform","10","C",0.97,7,31,"English","Yes",0,"Female","It was a fair price.",4.06,"inform_Sam.Zoe calculated the tip"
"6081",6501,232,6935,"F","F","Danny ate the last cupcake","establish","11","NonProj",0.7,9,31,"English","Yes",0,"Female","It was a fair price.",4.06,"establish.Danny ate the last cupcake"
"6082",6502,232,10176,"F","M","Julian dances salsa","admit","18","C",1,10,31,"English","Yes",0,"Female","It was a fair price.",4.06,"admit.Julian dances salsa"
"6086",6506,232,11104,"M","F","Josie went on vacation to France","hear","2","C",0.51,14,31,"English","Yes",0,"Female","It was a fair price.",4.06,"hear.Josie went on vacation to France"
"6087",6507,232,12784,"M","M","Mia drank 2 cocktails last night","announce","6","C",0.7,15,31,"English","Yes",0,"Female","It was a fair price.",4.06,"announce.Mia drank 2 cocktails last night"
"6088",6508,232,4976,"F","F","Jon walks to work","demonstrate","19","C",0.5,16,31,"English","Yes",0,"Female","It was a fair price.",4.06,"demonstrate.Jon walks to work"
"6089",6509,232,4552,"F","M","Charley speaks Spanish","confess","20","C",0.85,17,31,"English","Yes",0,"Female","It was a fair price.",4.06,"confess.Charley speaks Spanish"
"6090",6510,232,5535,"F","M","Jayden rented a car","say","14","C",0.64,18,31,"English","Yes",0,"Female","It was a fair price.",4.06,"say.Jayden rented a car"
"6091",6511,232,4200,"M","F","Mary is pregnant","think","1","NonProj",0.04,19,31,"English","Yes",0,"Female","It was a fair price.",4.06,"think.Mary is pregnant"
"6092",6512,232,4807,"F","F","Frank got a cat","be_annoyed","12","NonProj",0.97,20,31,"English","Yes",0,"Female","It was a fair price.",4.06,"annoyed.Frank got a cat"
"6093",6513,232,4920,"F","F","Tony had a drink last night","see","15","NonProj",0.84,21,31,"English","Yes",0,"Female","It was a fair price.",4.06,"see.Tony had a drink last night"
"6094",6514,232,3840,"M","M","Emily bought a car yesterday","suggest","8","C",0.01,22,31,"English","Yes",0,"Female","It was a fair price.",4.06,"suggest.Emily bought a car yesterday"
"6095",6515,232,4760,"F","M","Jackson ran 10 miles","discover","13","NonProj",1,23,31,"English","Yes",0,"Female","It was a fair price.",4.06,"discover.Jackson ran 10 miles"
"6096",6516,232,5655,"M","F","Olivia sleeps until noon","acknowledge","4","C",0.72,24,31,"English","Yes",0,"Female","It was a fair price.",4.06,"acknowledge.Olivia sleeps until noon"
"6097",6517,232,8791,"F","F","Josh learned to ride a bike yesterday","be_right","16","C",0.96,25,31,"English","Yes",0,"Female","It was a fair price.",4.06,"be_right_that.Josh learned to ride a bike yesterday"
"6099",6519,232,6112,"F","F","Owen shoveled snow last winter","pretend","17","NonProj",0.03,27,31,"English","Yes",0,"Female","It was a fair price.",4.06,"pretend.Owen shoveled snow last winter"
"6100",6520,232,5471,"M","F","Grace visited her sister","confirm","9","C",0.76,28,31,"English","Yes",0,"Female","It was a fair price.",4.06,"confirm.Grace visited her sister"
"6103",6523,232,6208,"M","F","Isabella ate a steak on Sunday","know","7","NonProj",0.87,31,31,"English","Yes",0,"Female","It was a fair price.",4.06,"know.Isabella ate a steak on Sunday"
"6104",6524,232,5200,"M","M","Emma studied on Saturday morning","prove","3","C",0.99,32,31,"English","Yes",0,"Female","It was a fair price.",4.06,"prove.Emma studied on Saturday morning"
"6105",6525,233,2246,"F","F","Charley speaks Spanish","pretend","20","NonProj",0,5,32,"English","Yes",0,"Male","",3.33,"pretend.Charley speaks Spanish"
"6106",6526,233,3658,"F","F","Frank got a cat","reveal","12","NonProj",1,6,32,"English","Yes",0,"Male","",3.33,"reveal.Frank got a cat"
"6108",6528,233,8266,"F","M","Owen shoveled snow last winter","hear","17","C",0.48,8,32,"English","Yes",0,"Male","",3.33,"hear.Owen shoveled snow last winter"
"6109",6529,233,4471,"M","F","Mary is pregnant","see","1","NonProj",1,9,32,"English","Yes",0,"Male","",3.33,"see.Mary is pregnant"
"6112",6532,233,9259,"M","M","Josie went on vacation to France","say","2","C",0.44,12,32,"English","Yes",0,"Male","",3.33,"say.Josie went on vacation to France"
"6113",6533,233,3967,"F","F","Jayden rented a car","be_annoyed","14","NonProj",1,13,32,"English","Yes",0,"Male","",3.33,"annoyed.Jayden rented a car"
"6114",6534,233,8223,"F","F","Josh learned to ride a bike yesterday","prove","16","C",1,14,32,"English","Yes",0,"Male","",3.33,"prove.Josh learned to ride a bike yesterday"
"6116",6536,233,5195,"M","M","Grace visited her sister","acknowledge","9","C",0.99,16,32,"English","Yes",0,"Male","",3.33,"acknowledge.Grace visited her sister"
"6117",6537,233,4424,"M","F","Mia drank 2 cocktails last night","discover","6","NonProj",1,17,32,"English","Yes",0,"Male","",3.33,"discover.Mia drank 2 cocktails last night"
"6118",6538,233,6691,"F","M","Jon walks to work","suggest","19","C",0,18,32,"English","Yes",0,"Male","",3.33,"suggest.Jon walks to work"
"6120",6540,233,5463,"F","F","Danny ate the last cupcake","confirm","11","C",0.96,20,32,"English","Yes",0,"Male","",3.33,"confirm.Danny ate the last cupcake"
"6121",6541,233,7292,"M","M","Emma studied on Saturday morning","inform","3","C",0.96,21,32,"English","Yes",0,"Male","",3.33,"inform_Sam.Emma studied on Saturday morning"
"6122",6542,233,6714,"M","F","Zoe calculated the tip","be_right","10","C",0.93,22,32,"English","Yes",0,"Male","",3.33,"be_right_that.Zoe calculated the tip"
"6124",6544,233,5027,"F","M","Jackson ran 10 miles","announce","13","C",0.98,24,32,"English","Yes",0,"Male","",3.33,"announce.Jackson ran 10 miles"
"6125",6545,233,4920,"M","F","Emily bought a car yesterday","know","8","NonProj",1,25,32,"English","Yes",0,"Male","",3.33,"know.Emily bought a car yesterday"
"6126",6546,233,4071,"M","F","Isabella ate a steak on Sunday","think","7","NonProj",0.03,26,32,"English","Yes",0,"Male","",3.33,"think.Isabella ate a steak on Sunday"
"6127",6547,233,3378,"F","M","Tony had a drink last night","establish","15","NonProj",1,27,32,"English","Yes",0,"Male","",3.33,"establish.Tony had a drink last night"
"6128",6548,233,6315,"M","F","Olivia sleeps until noon","confess","4","C",0.99,28,32,"English","Yes",0,"Male","",3.33,"confess.Olivia sleeps until noon"
"6129",6549,233,4867,"M","F","Sophia got a tattoo","admit","5","C",0.97,29,32,"English","Yes",0,"Male","",3.33,"admit.Sophia got a tattoo"
"6130",6550,233,3273,"F","F","Julian dances salsa","demonstrate","18","C",1,30,32,"English","Yes",0,"Male","",3.33,"demonstrate.Julian dances salsa"
"6133",6581,235,4855,"M","M","Mia drank 2 cocktails last night","hear","6","C",0.27,5,39,"ENGLISH","Yes",0,"Male","",3.3,"hear.Mia drank 2 cocktails last night"
"6137",6585,235,5172,"F","F","Owen shoveled snow last winter","acknowledge","17","C",0.95,9,39,"ENGLISH","Yes",0,"Male","",3.3,"acknowledge.Owen shoveled snow last winter"
"6138",6586,235,4770,"M","M","Zoe calculated the tip","see","10","NonProj",0.91,10,39,"ENGLISH","Yes",0,"Male","",3.3,"see.Zoe calculated the tip"
"6139",6587,235,6328,"F","M","Jayden rented a car","prove","14","C",0.88,11,39,"ENGLISH","Yes",0,"Male","",3.3,"prove.Jayden rented a car"
"6140",6588,235,2792,"M","M","Olivia sleeps until noon","think","4","NonProj",0.12,12,39,"ENGLISH","Yes",0,"Male","",3.3,"think.Olivia sleeps until noon"
"6141",6589,235,4853,"F","F","Danny ate the last cupcake","be_right","11","C",0.9,13,39,"ENGLISH","Yes",0,"Male","",3.3,"be_right_that.Danny ate the last cupcake"
"6142",6590,235,3667,"M","F","Josie went on vacation to France","demonstrate","2","C",0.88,14,39,"ENGLISH","Yes",0,"Male","",3.3,"demonstrate.Josie went on vacation to France"
"6143",6591,235,5962,"F","F","Jackson ran 10 miles","reveal","13","NonProj",0.89,15,39,"ENGLISH","Yes",0,"Male","",3.3,"reveal.Jackson ran 10 miles"
"6144",6592,235,2319,"F","F","Josh learned to ride a bike yesterday","suggest","16","C",0.27,16,39,"ENGLISH","Yes",0,"Male","",3.3,"suggest.Josh learned to ride a bike yesterday"
"6145",6593,235,2848,"M","M","Emma studied on Saturday morning","confess","3","C",0.8,17,39,"ENGLISH","Yes",0,"Male","",3.3,"confess.Emma studied on Saturday morning"
"6146",6594,235,3560,"M","F","Sophia got a tattoo","establish","5","NonProj",0.82,18,39,"ENGLISH","Yes",0,"Male","",3.3,"establish.Sophia got a tattoo"
"6147",6595,235,3367,"F","M","Jon walks to work","know","19","NonProj",0.78,19,39,"ENGLISH","Yes",0,"Male","",3.3,"know.Jon walks to work"
"6149",6597,235,3816,"M","M","Emily bought a car yesterday","discover","8","NonProj",0.9,21,39,"ENGLISH","Yes",0,"Male","",3.3,"discover.Emily bought a car yesterday"
"6150",6598,235,3288,"F","F","Tony had a drink last night","be_annoyed","15","NonProj",0.88,22,39,"ENGLISH","Yes",0,"Male","",3.3,"annoyed.Tony had a drink last night"
"6151",6599,235,2704,"M","F","Mary is pregnant","admit","1","C",0.87,23,39,"ENGLISH","Yes",0,"Male","",3.3,"admit.Mary is pregnant"
"6153",6601,235,3384,"F","F","Julian dances salsa","say","18","C",0.87,25,39,"ENGLISH","Yes",0,"Male","",3.3,"say.Julian dances salsa"
"6155",6603,235,3479,"F","F","Frank got a cat","announce","12","C",0.83,27,39,"ENGLISH","Yes",0,"Male","",3.3,"announce.Frank got a cat"
"6156",6604,235,3776,"M","M","Grace visited her sister","inform","9","C",0.91,28,39,"ENGLISH","Yes",0,"Male","",3.3,"inform_Sam.Grace visited her sister"
"6158",6606,235,4320,"M","M","Isabella ate a steak on Sunday","confirm","7","C",0.94,30,39,"ENGLISH","Yes",0,"Male","",3.3,"confirm.Isabella ate a steak on Sunday"
"6160",6608,235,5967,"F","F","Charley speaks Spanish","pretend","20","NonProj",0.92,32,39,"ENGLISH","Yes",0,"Male","",3.3,"pretend.Charley speaks Spanish"
"6162",6610,236,5046,"M","M","Sophia got a tattoo","establish","5","NonProj",0.95,6,47,"english","Yes",0,"Female","",4.2,"establish.Sophia got a tattoo"
"6165",6613,236,6750,"F","F","Jayden rented a car","think","14","NonProj",0.99,9,47,"english","Yes",0,"Female","",4.2,"think.Jayden rented a car"
"6166",6614,236,8361,"F","F","Josh learned to ride a bike yesterday","see","16","NonProj",0.98,10,47,"english","Yes",0,"Female","",4.2,"see.Josh learned to ride a bike yesterday"
"6167",6615,236,7760,"M","F","Mia drank 2 cocktails last night","hear","6","C",0.18,11,47,"english","Yes",0,"Female","",4.2,"hear.Mia drank 2 cocktails last night"
"6168",6616,236,5969,"F","F","Jackson ran 10 miles","prove","13","C",0.97,12,47,"english","Yes",0,"Female","",4.2,"prove.Jackson ran 10 miles"
"6169",6617,236,6142,"M","M","Olivia sleeps until noon","reveal","4","NonProj",0.46,13,47,"english","Yes",0,"Female","",4.2,"reveal.Olivia sleeps until noon"
"6170",6618,236,5391,"M","M","Josie went on vacation to France","be_right","2","C",0.99,14,47,"english","Yes",0,"Female","",4.2,"be_right_that.Josie went on vacation to France"
"6171",6619,236,5848,"M","M","Zoe calculated the tip","demonstrate","10","C",0.99,15,47,"english","Yes",0,"Female","",4.2,"demonstrate.Zoe calculated the tip"
"6173",6621,236,5713,"F","F","Julian dances salsa","confess","18","C",0.95,17,47,"english","Yes",0,"Female","",4.2,"confess.Julian dances salsa"
"6174",6622,236,6183,"F","F","Owen shoveled snow last winter","say","17","C",0.87,18,47,"english","Yes",0,"Female","",4.2,"say.Owen shoveled snow last winter"
"6176",6624,236,4929,"F","M","Tony had a drink last night","confirm","15","C",0.97,20,47,"english","Yes",0,"Female","",4.2,"confirm.Tony had a drink last night"
"6177",6625,236,6568,"M","M","Emma studied on Saturday morning","be_annoyed","3","NonProj",0.99,21,47,"english","Yes",0,"Female","",4.2,"annoyed.Emma studied on Saturday morning"
"6179",6627,236,5472,"F","M","Charley speaks Spanish","acknowledge","20","C",0.97,23,47,"english","Yes",0,"Female","",4.2,"acknowledge.Charley speaks Spanish"
"6180",6628,236,5406,"F","F","Frank got a cat","announce","12","C",0.98,24,47,"english","Yes",0,"Female","",4.2,"announce.Frank got a cat"
"6181",6629,236,6304,"F","M","Danny ate the last cupcake","admit","11","C",0.98,25,47,"english","Yes",0,"Female","",4.2,"admit.Danny ate the last cupcake"
"6182",6630,236,5534,"M","F","Emily bought a car yesterday","inform","8","C",0.97,26,47,"english","Yes",0,"Female","",4.2,"inform_Sam.Emily bought a car yesterday"
"6183",6631,236,7121,"M","F","Isabella ate a steak on Sunday","know","7","NonProj",0.99,27,47,"english","Yes",0,"Female","",4.2,"know.Isabella ate a steak on Sunday"
"6185",6633,236,6552,"F","F","Jon walks to work","suggest","19","C",0.23,29,47,"english","Yes",0,"Female","",4.2,"suggest.Jon walks to work"
"6186",6634,236,6351,"M","F","Grace visited her sister","discover","9","NonProj",0.97,30,47,"english","Yes",0,"Female","",4.2,"discover.Grace visited her sister"
"6188",6636,236,5688,"M","F","Mary is pregnant","pretend","1","NonProj",0.02,32,47,"english","Yes",0,"Female","",4.2,"pretend.Mary is pregnant"
"6190",6638,237,6024,"F","M","Josh learned to ride a bike yesterday","say","16","C",0,6,31,"English","Yes",0,"Male","This was an easy hit and this was definitely a fair price for the work involved.",3.64,"say.Josh learned to ride a bike yesterday"
"6191",6639,237,7861,"F","F","Jon walks to work","be_annoyed","19","NonProj",1,7,31,"English","Yes",0,"Male","This was an easy hit and this was definitely a fair price for the work involved.",3.64,"annoyed.Jon walks to work"
"6193",6641,237,6627,"F","F","Jayden rented a car","pretend","14","NonProj",0.01,9,31,"English","Yes",0,"Male","This was an easy hit and this was definitely a fair price for the work involved.",3.64,"pretend.Jayden rented a car"
"6194",6642,237,5222,"M","F","Mia drank 2 cocktails last night","see","6","NonProj",1,10,31,"English","Yes",0,"Male","This was an easy hit and this was definitely a fair price for the work involved.",3.64,"see.Mia drank 2 cocktails last night"
"6196",6644,237,8531,"F","M","Julian dances salsa","acknowledge","18","C",1,12,31,"English","Yes",0,"Male","This was an easy hit and this was definitely a fair price for the work involved.",3.64,"acknowledge.Julian dances salsa"
"6198",6646,237,4030,"F","F","Tony had a drink last night","discover","15","NonProj",1,14,31,"English","Yes",0,"Male","This was an easy hit and this was definitely a fair price for the work involved.",3.64,"discover.Tony had a drink last night"
"6199",6647,237,4070,"M","F","Grace visited her sister","be_right","9","C",1,15,31,"English","Yes",0,"Male","This was an easy hit and this was definitely a fair price for the work involved.",3.64,"be_right_that.Grace visited her sister"
"6201",6649,237,6868,"M","F","Josie went on vacation to France","admit","2","C",1,17,31,"English","Yes",0,"Male","This was an easy hit and this was definitely a fair price for the work involved.",3.64,"admit.Josie went on vacation to France"
"6202",6650,237,3239,"F","F","Charley speaks Spanish","know","20","NonProj",1,18,31,"English","Yes",0,"Male","This was an easy hit and this was definitely a fair price for the work involved.",3.64,"know.Charley speaks Spanish"
"6203",6651,237,3829,"F","F","Frank got a cat","confirm","12","C",1,19,31,"English","Yes",0,"Male","This was an easy hit and this was definitely a fair price for the work involved.",3.64,"confirm.Frank got a cat"
"6204",6652,237,8361,"M","M","Isabella ate a steak on Sunday","announce","7","C",0.84,20,31,"English","Yes",0,"Male","This was an easy hit and this was definitely a fair price for the work involved.",3.64,"announce.Isabella ate a steak on Sunday"
"6205",6653,237,2909,"M","F","Zoe calculated the tip","demonstrate","10","C",1,21,31,"English","Yes",0,"Male","This was an easy hit and this was definitely a fair price for the work involved.",3.64,"demonstrate.Zoe calculated the tip"
"6208",6656,237,7950,"M","F","Emily bought a car yesterday","inform","8","C",1,24,31,"English","Yes",0,"Male","This was an easy hit and this was definitely a fair price for the work involved.",3.64,"inform_Sam.Emily bought a car yesterday"
"6209",6657,237,4211,"M","F","Mary is pregnant","confess","1","C",1,25,31,"English","Yes",0,"Male","This was an easy hit and this was definitely a fair price for the work involved.",3.64,"confess.Mary is pregnant"
"6210",6658,237,6698,"F","F","Jackson ran 10 miles","hear","13","C",0.47,26,31,"English","Yes",0,"Male","This was an easy hit and this was definitely a fair price for the work involved.",3.64,"hear.Jackson ran 10 miles"
"6211",6659,237,5614,"F","M","Danny ate the last cupcake","reveal","11","NonProj",1,27,31,"English","Yes",0,"Male","This was an easy hit and this was definitely a fair price for the work involved.",3.64,"reveal.Danny ate the last cupcake"
"6213",6661,237,5594,"M","F","Sophia got a tattoo","suggest","5","C",0.49,29,31,"English","Yes",0,"Male","This was an easy hit and this was definitely a fair price for the work involved.",3.64,"suggest.Sophia got a tattoo"
"6214",6662,237,4552,"M","F","Olivia sleeps until noon","think","4","NonProj",0.22,30,31,"English","Yes",0,"Male","This was an easy hit and this was definitely a fair price for the work involved.",3.64,"think.Olivia sleeps until noon"
"6215",6663,237,4492,"F","M","Owen shoveled snow last winter","prove","17","C",1,31,31,"English","Yes",0,"Male","This was an easy hit and this was definitely a fair price for the work involved.",3.64,"prove.Owen shoveled snow last winter"
"6216",6664,237,4632,"M","M","Emma studied on Saturday morning","establish","3","NonProj",1,32,31,"English","Yes",0,"Male","This was an easy hit and this was definitely a fair price for the work involved.",3.64,"establish.Emma studied on Saturday morning"
"6217",6665,238,5708,"F","F","Jackson ran 10 miles","see","13","NonProj",0.98,5,41,"english","Yes",0,"Female","I really enjoyed doing this!! Yes, the pay is very fair!  Great job!",4.1,"see.Jackson ran 10 miles"
"6219",6667,238,5804,"M","F","Isabella ate a steak on Sunday","establish","7","NonProj",0.97,7,41,"english","Yes",0,"Female","I really enjoyed doing this!! Yes, the pay is very fair!  Great job!",4.1,"establish.Isabella ate a steak on Sunday"
"6220",6668,238,7107,"M","F","Emma studied on Saturday morning","think","3","NonProj",0.48,8,41,"english","Yes",0,"Female","I really enjoyed doing this!! Yes, the pay is very fair!  Great job!",4.1,"think.Emma studied on Saturday morning"
"6222",6670,238,6937,"F","F","Owen shoveled snow last winter","inform","17","C",0.98,10,41,"english","Yes",0,"Female","I really enjoyed doing this!! Yes, the pay is very fair!  Great job!",4.1,"inform_Sam.Owen shoveled snow last winter"
"6223",6671,238,5325,"M","F","Mia drank 2 cocktails last night","discover","6","NonProj",0.97,11,41,"english","Yes",0,"Female","I really enjoyed doing this!! Yes, the pay is very fair!  Great job!",4.1,"discover.Mia drank 2 cocktails last night"
"6225",6673,238,4542,"M","F","Mary is pregnant","admit","1","C",0.96,13,41,"english","Yes",0,"Female","I really enjoyed doing this!! Yes, the pay is very fair!  Great job!",4.1,"admit.Mary is pregnant"
"6226",6674,238,4146,"M","M","Josie went on vacation to France","pretend","2","NonProj",0.99,14,41,"english","Yes",0,"Female","I really enjoyed doing this!! Yes, the pay is very fair!  Great job!",4.1,"pretend.Josie went on vacation to France"
"6228",6676,238,5643,"M","F","Olivia sleeps until noon","acknowledge","4","C",0.95,16,41,"english","Yes",0,"Female","I really enjoyed doing this!! Yes, the pay is very fair!  Great job!",4.1,"acknowledge.Olivia sleeps until noon"
"6229",6677,238,2606,"M","F","Sophia got a tattoo","reveal","5","NonProj",0.96,17,41,"english","Yes",0,"Female","I really enjoyed doing this!! Yes, the pay is very fair!  Great job!",4.1,"reveal.Sophia got a tattoo"
"6230",6678,238,9248,"F","F","Charley speaks Spanish","confirm","20","C",0.99,18,41,"english","Yes",0,"Female","I really enjoyed doing this!! Yes, the pay is very fair!  Great job!",4.1,"confirm.Charley speaks Spanish"
"6232",6680,238,5087,"M","M","Grace visited her sister","suggest","9","C",0.46,20,41,"english","Yes",0,"Female","I really enjoyed doing this!! Yes, the pay is very fair!  Great job!",4.1,"suggest.Grace visited her sister"
"6233",6681,238,4838,"F","M","Danny ate the last cupcake","demonstrate","11","C",0.97,21,41,"english","Yes",0,"Female","I really enjoyed doing this!! Yes, the pay is very fair!  Great job!",4.1,"demonstrate.Danny ate the last cupcake"
"6234",6682,238,8778,"F","M","Julian dances salsa","prove","18","C",0.99,22,41,"english","Yes",0,"Female","I really enjoyed doing this!! Yes, the pay is very fair!  Great job!",4.1,"prove.Julian dances salsa"
"6235",6683,238,13411,"F","M","Josh learned to ride a bike yesterday","announce","16","C",0.95,23,41,"english","Yes",0,"Female","I really enjoyed doing this!! Yes, the pay is very fair!  Great job!",4.1,"announce.Josh learned to ride a bike yesterday"
"6236",6684,238,3274,"F","M","Jon walks to work","say","19","C",0.99,24,41,"english","Yes",0,"Female","I really enjoyed doing this!! Yes, the pay is very fair!  Great job!",4.1,"say.Jon walks to work"
"6237",6685,238,8351,"F","M","Tony had a drink last night","hear","15","C",0.98,25,41,"english","Yes",0,"Female","I really enjoyed doing this!! Yes, the pay is very fair!  Great job!",4.1,"hear.Tony had a drink last night"
"6239",6687,238,4024,"F","F","Jayden rented a car","be_right","14","C",0.97,27,41,"english","Yes",0,"Female","I really enjoyed doing this!! Yes, the pay is very fair!  Great job!",4.1,"be_right_that.Jayden rented a car"
"6241",6689,238,6299,"M","F","Emily bought a car yesterday","know","8","NonProj",0.97,29,41,"english","Yes",0,"Female","I really enjoyed doing this!! Yes, the pay is very fair!  Great job!",4.1,"know.Emily bought a car yesterday"
"6242",6690,238,3979,"F","M","Frank got a cat","be_annoyed","12","NonProj",0.99,30,41,"english","Yes",0,"Female","I really enjoyed doing this!! Yes, the pay is very fair!  Great job!",4.1,"annoyed.Frank got a cat"
"6243",6691,238,5446,"M","M","Zoe calculated the tip","confess","10","C",0.96,31,41,"english","Yes",0,"Female","I really enjoyed doing this!! Yes, the pay is very fair!  Great job!",4.1,"confess.Zoe calculated the tip"
"6245",6693,239,7945,"F","F","Frank got a cat","suggest","12","C",0.19,5,24,"english","Yes",0,"Female","i think the price is fair",5.32,"suggest.Frank got a cat"
"6246",6694,239,7001,"M","F","Sophia got a tattoo","confess","5","C",0.99,6,24,"english","Yes",0,"Female","i think the price is fair",5.32,"confess.Sophia got a tattoo"
"6248",6696,239,8730,"M","M","Olivia sleeps until noon","establish","4","NonProj",1,8,24,"english","Yes",0,"Female","i think the price is fair",5.32,"establish.Olivia sleeps until noon"
"6251",6699,239,8705,"F","F","Owen shoveled snow last winter","demonstrate","17","C",0.95,11,24,"english","Yes",0,"Female","i think the price is fair",5.32,"demonstrate.Owen shoveled snow last winter"
"6252",6700,239,6712,"F","M","Jon walks to work","prove","19","C",0.95,12,24,"english","Yes",0,"Female","i think the price is fair",5.32,"prove.Jon walks to work"
"6254",6702,239,7504,"F","M","Charley speaks Spanish","pretend","20","NonProj",0.1,14,24,"english","Yes",0,"Female","i think the price is fair",5.32,"pretend.Charley speaks Spanish"
"6256",6704,239,7949,"M","F","Mia drank 2 cocktails last night","admit","6","C",0.98,16,24,"english","Yes",0,"Female","i think the price is fair",5.32,"admit.Mia drank 2 cocktails last night"
"6257",6705,239,5733,"M","M","Emma studied on Saturday morning","reveal","3","NonProj",0.98,17,24,"english","Yes",0,"Female","i think the price is fair",5.32,"reveal.Emma studied on Saturday morning"
"6258",6706,239,13133,"M","M","Josie went on vacation to France","hear","2","C",0.65,18,24,"english","Yes",0,"Female","i think the price is fair",5.32,"hear.Josie went on vacation to France"
"6259",6707,239,8817,"M","F","Mary is pregnant","say","1","C",0.36,19,24,"english","Yes",0,"Female","i think the price is fair",5.32,"say.Mary is pregnant"
