workerid,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
113,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3KXIR214I4HIMR6EMJLPNF97K1M24L,113,Approved,Tue Jun 23 07:41:51 CEST 2015,Mon Jun 22 14:56:05 CEST 2015,Mon Jun 22 15:01:51 CEST 2015,Mon Jun 22 17:54:06 CEST 2015,,,,,[],{},5.696433333333333
114,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3A1COHJ8NJWNKIWYH7E9RVVEB608HG,114,Approved,Tue Jun 23 07:42:16 CEST 2015,Mon Jun 22 14:38:46 CEST 2015,Mon Jun 22 15:02:16 CEST 2015,Mon Jun 22 17:54:06 CEST 2015,,,,,[],{},2.4673833333333333
115,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,33FBRBDW6O0W3ALIVF08G4YYYEVC8B,115,Approved,Tue Jun 23 07:42:20 CEST 2015,Mon Jun 22 14:57:45 CEST 2015,Mon Jun 22 15:02:20 CEST 2015,Mon Jun 22 17:54:06 CEST 2015,,,,,[],{},4.557916666666666
116,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3DZQRBDBSLGQ9U48GKVC4SU54VPS3T,116,Approved,Tue Jun 23 07:42:28 CEST 2015,Mon Jun 22 14:57:55 CEST 2015,Mon Jun 22 15:02:28 CEST 2015,Mon Jun 22 17:54:06 CEST 2015,,,,,[],{},4.511816666666666
117,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3HWRJOOET53TJSK554C8NJY2VKFES6,117,Approved,Tue Jun 23 07:42:44 CEST 2015,Mon Jun 22 15:00:13 CEST 2015,Mon Jun 22 15:02:44 CEST 2015,Mon Jun 22 17:54:06 CEST 2015,,,,,[],{},2.48475
118,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3URFVVM165J79035QWLLNUH84N9UZ8,118,Approved,Tue Jun 23 07:42:51 CEST 2015,Mon Jun 22 14:59:40 CEST 2015,Mon Jun 22 15:02:51 CEST 2015,Mon Jun 22 17:54:06 CEST 2015,,,,,[],{},3.0051833333333335
119,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3VHP9MDGRNL5IPV53T6EQWFKLI8CFS,119,Approved,Tue Jun 23 07:42:51 CEST 2015,Mon Jun 22 15:00:19 CEST 2015,Mon Jun 22 15:02:51 CEST 2015,Mon Jun 22 17:54:06 CEST 2015,,,,,[],{},2.517516666666667
120,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3R9WASFE2ZHIQI6FV7QM1UG5U0TFZT,120,Approved,Tue Jun 23 07:43:12 CEST 2015,Mon Jun 22 14:38:38 CEST 2015,Mon Jun 22 15:03:12 CEST 2015,Mon Jun 22 17:54:13 CEST 2015,,,,,[],{},0.86785
121,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3FTF2T8WLRJ5VDAXHY6NSU0CA0V9W6,121,Approved,Tue Jun 23 07:43:43 CEST 2015,Mon Jun 22 15:00:38 CEST 2015,Mon Jun 22 15:03:43 CEST 2015,Mon Jun 22 17:54:13 CEST 2015,,,,,[],{},3.0499666666666667
122,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3OLQQLKKNSQ0KP1FIA3UVI7FZ12JEV,122,Approved,Tue Jun 23 07:44:12 CEST 2015,Mon Jun 22 14:48:29 CEST 2015,Mon Jun 22 15:04:12 CEST 2015,Mon Jun 22 17:54:13 CEST 2015,,,,,[],{},4.39565
123,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,30H4UDGLT2JUIOWQULWX5MY0H2ZPMQ,123,Approved,Tue Jun 23 07:44:15 CEST 2015,Mon Jun 22 15:01:54 CEST 2015,Mon Jun 22 15:04:15 CEST 2015,Mon Jun 22 17:54:13 CEST 2015,,,,,[],{},2.2937333333333334
124,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,33NF62TLXJ336PTPEWEXTDKKJYYKJG,124,Approved,Tue Jun 23 07:44:30 CEST 2015,Mon Jun 22 15:03:13 CEST 2015,Mon Jun 22 15:04:30 CEST 2015,Mon Jun 22 17:54:14 CEST 2015,,,,,[],{},1.2616666666666667
125,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3WQQ9FUS6AVDT5TCHF4D5KSGGTW8B1,125,Approved,Tue Jun 23 07:44:32 CEST 2015,Mon Jun 22 15:02:49 CEST 2015,Mon Jun 22 15:04:32 CEST 2015,Mon Jun 22 17:54:14 CEST 2015,,,,,[],{},1.6813666666666667
126,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3WR9XG3T63CP8S3KSV2KJ6QFVH8746,126,Approved,Tue Jun 23 07:44:56 CEST 2015,Mon Jun 22 15:01:21 CEST 2015,Mon Jun 22 15:04:56 CEST 2015,Mon Jun 22 17:54:14 CEST 2015,,,,,[],{},3.47795
127,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,39ASUFLU6X81F964ZEIVMRFUAZHXEX,127,Approved,Tue Jun 23 07:44:59 CEST 2015,Mon Jun 22 14:54:58 CEST 2015,Mon Jun 22 15:04:59 CEST 2015,Mon Jun 22 17:54:14 CEST 2015,,,,,[],{},3.24235
128,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3VNXK88KKCJSGOASRO1R6SHY3RTV9I,128,Approved,Tue Jun 23 07:46:15 CEST 2015,Mon Jun 22 15:02:36 CEST 2015,Mon Jun 22 15:06:15 CEST 2015,Mon Jun 22 17:54:14 CEST 2015,,,,,[],{},3.2592666666666665
129,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZDAD0O1T1E34SO1P97QLDFVD94XTN,129,Approved,Tue Jun 23 07:47:13 CEST 2015,Mon Jun 22 15:02:00 CEST 2015,Mon Jun 22 15:07:13 CEST 2015,Mon Jun 22 17:54:14 CEST 2015,,,,,[],{},5.182133333333334
130,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,31N2WW6R9RRH5PZMA0VDXTBQF5VF3X,130,Approved,Tue Jun 23 07:47:28 CEST 2015,Mon Jun 22 15:05:43 CEST 2015,Mon Jun 22 15:07:28 CEST 2015,Mon Jun 22 17:54:15 CEST 2015,,,,,[],{},1.7326
131,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3A4TN5196KJPWLMBYJUETHRX1XLHCV,131,Approved,Tue Jun 23 07:47:39 CEST 2015,Mon Jun 22 15:03:34 CEST 2015,Mon Jun 22 15:07:39 CEST 2015,Mon Jun 22 17:54:15 CEST 2015,,,,,[],{},4.045183333333333
132,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3IAEQB9FMELHY3NETEBPEQJ21LBDWS,132,Approved,Tue Jun 23 07:48:20 CEST 2015,Mon Jun 22 15:05:06 CEST 2015,Mon Jun 22 15:08:20 CEST 2015,Mon Jun 22 17:54:15 CEST 2015,,,,,[],{},3.201033333333333
133,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3JAOYWH7VI5PKJYYDKZLJJJWCTR9LD,133,Approved,Tue Jun 23 07:48:28 CEST 2015,Mon Jun 22 14:56:09 CEST 2015,Mon Jun 22 15:08:28 CEST 2015,Mon Jun 22 17:54:15 CEST 2015,,,,,[],{},5.188283333333334
134,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3YZ8UPK3VTNU17SVYI1DCWGNV5NCUR,134,Approved,Tue Jun 23 07:48:32 CEST 2015,Mon Jun 22 15:05:49 CEST 2015,Mon Jun 22 15:08:32 CEST 2015,Mon Jun 22 17:54:15 CEST 2015,,,,,[],{},2.6264666666666665
135,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3VELCLL3GKKLVML7NWHU90WTHLHF15,135,Approved,Tue Jun 23 07:48:49 CEST 2015,Mon Jun 22 15:04:39 CEST 2015,Mon Jun 22 15:08:49 CEST 2015,Mon Jun 22 17:54:15 CEST 2015,,,,,[],{},4.035233333333333
136,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3DEL4X4EL6MZLENVZFUPTU7ASBMXYC,136,Approved,Tue Jun 23 07:48:50 CEST 2015,Mon Jun 22 15:04:25 CEST 2015,Mon Jun 22 15:08:50 CEST 2015,Mon Jun 22 17:54:15 CEST 2015,,,,,[],{},4.385366666666667
137,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,37Z929RLG99V8B22VZ13M5Y3YU2STA,137,Approved,Tue Jun 23 07:48:51 CEST 2015,Mon Jun 22 15:07:34 CEST 2015,Mon Jun 22 15:08:51 CEST 2015,Mon Jun 22 17:54:15 CEST 2015,,,,,[],{},1.24405
138,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3I0BTBYZAXMROOHKW35IKGKZI41Y0I,138,Approved,Tue Jun 23 07:48:56 CEST 2015,Mon Jun 22 15:05:28 CEST 2015,Mon Jun 22 15:08:56 CEST 2015,Mon Jun 22 17:54:15 CEST 2015,,,,,[],{},3.4367833333333335
139,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3HQUKB7LNFFGDTXRKB8F48ODEPQHH4,139,Approved,Tue Jun 23 07:49:00 CEST 2015,Mon Jun 22 15:06:22 CEST 2015,Mon Jun 22 15:09:00 CEST 2015,Mon Jun 22 17:54:16 CEST 2015,,,,,[],{},2.4546166666666664
140,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,34S9DKFK73QU9K9RX97GVSGCQXBNYH,140,Approved,Tue Jun 23 07:49:08 CEST 2015,Mon Jun 22 14:41:38 CEST 2015,Mon Jun 22 15:09:08 CEST 2015,Mon Jun 22 17:54:23 CEST 2015,,,,,[],{},17.648733333333332
141,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3SB5N7Y3O35R2XWK2XJCDGDVD8C0GN,141,Approved,Tue Jun 23 07:49:09 CEST 2015,Mon Jun 22 15:02:37 CEST 2015,Mon Jun 22 15:09:09 CEST 2015,Mon Jun 22 17:54:23 CEST 2015,,,,,[],{},6.494716666666666
142,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3YOH7BII098CXKTJVLSGW1VEEL5VKC,142,Approved,Tue Jun 23 07:49:51 CEST 2015,Mon Jun 22 15:06:59 CEST 2015,Mon Jun 22 15:09:51 CEST 2015,Mon Jun 22 17:54:23 CEST 2015,,,,,[],{},2.8377833333333333
143,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3OLF68YTN92HPAY7JFANK1PWLFNFAT,143,Approved,Tue Jun 23 07:50:20 CEST 2015,Mon Jun 22 15:07:58 CEST 2015,Mon Jun 22 15:10:20 CEST 2015,Mon Jun 22 17:54:23 CEST 2015,,,,,[],{},2.3241
144,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3IFS6Q0HJIK5ZXMR1N2Z8YWUNDLISI,144,Approved,Tue Jun 23 07:50:25 CEST 2015,Mon Jun 22 14:42:31 CEST 2015,Mon Jun 22 15:10:25 CEST 2015,Mon Jun 22 17:54:24 CEST 2015,,,,,[],{},15.210116666666666
145,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3R0T90IZ1SDBWPR0EDCW8HFWMX8CGR,145,Approved,Tue Jun 23 07:50:29 CEST 2015,Mon Jun 22 15:00:20 CEST 2015,Mon Jun 22 15:10:29 CEST 2015,Mon Jun 22 17:54:24 CEST 2015,,,,,[],{},10.107433333333333
146,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3PXX5PX6LXZRCTMREDOR1BYB6HVAB6,146,Approved,Tue Jun 23 07:51:56 CEST 2015,Mon Jun 22 15:08:20 CEST 2015,Mon Jun 22 15:11:56 CEST 2015,Mon Jun 22 17:54:24 CEST 2015,,,,,[],{},3.5721166666666666
147,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3Q5ZZ9ZEVOGB4PC3G5D02YSO6X958W,147,Approved,Tue Jun 23 07:53:11 CEST 2015,Mon Jun 22 15:08:07 CEST 2015,Mon Jun 22 15:13:11 CEST 2015,Mon Jun 22 17:54:24 CEST 2015,,,,,[],{},5.037533333333333
148,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,33IZTU6J8122PSBM0920B8J9BQQSXT,148,Approved,Tue Jun 23 07:53:14 CEST 2015,Mon Jun 22 15:09:15 CEST 2015,Mon Jun 22 15:13:14 CEST 2015,Mon Jun 22 17:54:24 CEST 2015,,,,,[],{},3.9628666666666668
149,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3C6FJU71TQU74AT0UAJ29N86YT5UYH,149,Approved,Tue Jun 23 07:53:59 CEST 2015,Mon Jun 22 14:59:31 CEST 2015,Mon Jun 22 15:13:59 CEST 2015,Mon Jun 22 17:54:24 CEST 2015,,,,,[],{},3.4762
150,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3WT783CTPBIF58JPYRKI76OZ6KHBCA,150,Approved,Tue Jun 23 07:54:22 CEST 2015,Mon Jun 22 15:10:14 CEST 2015,Mon Jun 22 15:14:22 CEST 2015,Mon Jun 22 17:54:24 CEST 2015,,,,,[],{},4.115166666666667
